咪咕爱看,#genre#
南京新闻综合,http://223.110.247.161:6610/gitv/live1/G_NJXW/G_NJXW
南京科教,http://223.110.247.161:6610/gitv/live1/G_NJJK/G_NJJK
南京十八,http://223.110.247.161:6610/gitv/live1/G_NJSB/G_NJSB
嘉兴新闻,http://112.17.40.145/PLTV/88888888/224/3221226358/index.m3u8
日照导视4,http://stream.rzw.com.cn/fcpd/sd/live.m3u8
莒县-1,http://61.162.225.122:8181/live/test1.m3u8
莒县-2,http://61.162.225.122:8181/live/test2.m3u8
黄岛新闻1,http://qdxmtlive.qwmedia.cn/hdratv-live/xha-xwpd.m3u8
黄岛生活2,http://qdxmtlive.qwmedia.cn/hdratv-live/xha-fcpd.m3u8

电影,#genre#
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
CHC动作电影,rtmp://ivi.bupt.edu.cn:1935/livetv/chcatv
CHC家庭影院,rtmp://58.200.131.2:1935/livetv/chctv
CHC动作电影,rtmp://58.200.131.2:1935/livetv/chcatv
CHC高清电影,rtmp://58.200.131.2:1935/livetv/chchd
CHC家庭影院,http://125.210.152.18:9090/live/JTYYHD.m3u8
CHC动作电影,http://125.210.152.18:9090/live/DZDYHD.m3u8
CHC高清电影,http://125.210.152.18:9090/live/CHCGQDY.m3u8
CHC华城电影,http://live1.nty.tv189.com/tm-cridyty-800k.m3u8
电  影,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黄飞鸿之王者无敌,http://jiasu-a1.jiankangkuaile99.com/a1/20190730/%E9%BB%84%E9%A3%9E%E9%B8%BF%E4%B9%8B%E7%8E%8B%E8%80%85%E6%97%A0%E6%95%8C/2000kb/hls/index.m3u8
新方世玉,http://jiasu-a5.jiankangkuaile99.com/a5/20191117/%E6%96%B0%E6%96%B9%E4%B8%96%E7%8E%89%E4%B9%8B%E5%86%B3%E6%88%98%E5%8D%B1%E5%9F%8E/2000kb/hls/index.m3u8
少林寺,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/8af9ff377238407e927e597a1af47788/850.m3u8#http://videotiantian.gslawyerunion.com/20190629/JyrBZQxm/2397kb/hls/index.m3u8?wsSecret=9c335e52e431b941d4dc2fe5a0680317&wsTime=1581077630996#http://videotiantian.gslawyerunion.com/20190629/JyrBZQxm/2397kb/hls/index.m3u8?wsSecret=17b74c3596818dc94b806e1852df5ecf&wsTime=1580908460412
少林五祖,http://videotiantian.gslawyerunion.com/20191027/ll0v1opw/500kb/hls/index.m3u8?wsSecret=ba82f01e731fba556ff815f5f13850d4&wsTime=1581078187062#http://videotiantian.gslawyerunion.com/20181122/mGwvQP5M/2598kb/hls/index.m3u8?wsSecret=b7d5d7ad7880f2feebe2bb01818eabac&wsTime=1580910549021
龙在少林,http://videotiantian.gslawyerunion.com/20190825/V7ZYbUU0/hls/index.m3u8?wsSecret=b51705a3df1b0e2b045dfc72ef4ae2f2&wsTime=1581078888256
方世玉2,http://jiasu-a2.jiankangkuaile99.com/a2/20190706/%E6%96%B9%E4%B8%96%E7%8E%89%E4%B8%8E%E8%83%A1%E6%83%A0%E4%B9%BE/2000kb/hls/index.m3u8

侠女,http://videotiantian.gslawyerunion.com/20190613/vvHC0zio/2700kb/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
独臂拳王,http://videotiantian.gslawyerunion.com/20181124/SiIQovTK/2901kb/hls/index.m3u8?wsSecret=fad4d63063ad8379d016c5420f09a926&wsTime=1609237548421
醉拳,http://jiasu-a4.jiankangkuaile99.com/a4/20190702/%E9%86%89%E6%8B%B3/2000kb/hls/index.m3u8
日本少林,http://videotiantian.gslawyerunion.com/20181231/2IDAaMQ4/1585kb/hls/index.m3u8?wsSecret=6d18d09e56dc9da994172c14a515f181&wsTime=1581079229631
新少林五祖,http://videotiantian.gslawyerunion.com/20181122/mGwvQP5M/2598kb/hls/index.m3u8?wsSecret=c290d5224785db66f512b24d22cb8c3c&wsTime=1581081623749
红色娘子军,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2ea3b03b3a414303b830f92579243001/850.m3u8
五朵金花,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ae639196cf3949368c1b05776bb1d4fa/850.m3u8
洪湖赤卫队,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/2a58afdece3342eaac927648a2cccabd/850.m3u8
狼牙山五壮士,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/71c649af833c43a9b61e4f5c913bbd6b/850.m3u8
海鹰,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/00f88e15028648cab76156c5635effe2/850.m3u8#http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/412ae4c1c5fe4150a14197c437391fe2/850.m3u8
战上海,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/e84b188d1bf7484fb4907d99827cbd45/850.m3u8
铁道游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/46d8664dacad4dbb9c790256688048dc/850.m3u8
红孩子,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/bf55b84744d64eeaaedc5ea603855597/850.m3u8
宝葫芦的秘密,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/866474add7224067877bed430d9380ab/850.m3u8
董存瑞,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/b657281ba44a4b279f55ec860c12543b/850.m3u8
地下尖兵,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/188d5706e5774f06850e06e4f181c4bd/850.m3u8
三毛从军记,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/919a08437d44499b87b7b4903f2b2ae6/850.m3u8
小兵张嘎,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/d8c05f3ca36d48e6b1997b523e885c5c/850.m3u8
闪闪的红星,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/b90fcf1a5425479baf3a045282a1f263/850.m3u8
祖国的花朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/ef10a9a9b1534fe38fd4fdfdac1ed493/850.m3u8
花儿朵朵,http://hls.cntv.myalicdn.com/asp/hls/850/0303000a/3/default/53a44d8649024b58b69f4468b922b8f0/850.m3u8
上甘岭,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/c91f7aae9b8b4c578a7d9ecdf94b9dca/850.m3u8
平原游击队,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/180ef18dec9a4edeb9d2b520d57cfc7f/850.m3u8
台湾,#genre#
东森新闻台,http://180.178.37.174:8006/lbtv/live/kwzq1rse/94zf0c2v/index.m3u8#http://111.13.111.192/211.75.9.37:20060/20066
三立新闻台,http://111.13.111.192/211.75.9.37:20010/20015
三立都会台,http://111.13.111.192/211.75.9.37:20040/20042
三立都会台,http://111.13.111.192/211.75.9.37:20050/20054
三立台湾台,http://111.13.111.192/211.75.9.37:20040/20041
三立台湾台,http://111.13.111.192/211.75.9.37:20050/20053
年代新闻台,http://111.13.111.192/211.75.9.37:20010/20014
年代新闻台,http://111.13.111.192/211.75.9.37:20050/20055
TVBS台 ,http://111.13.111.192/211.75.9.37:20010/20016
TVBS台 ,http://111.13.111.192/211.75.9.37:20060/20068
TVBS欢乐台,http://111.13.111.192/211.75.9.37:20010/20013
中天新闻台,http://111.13.111.192/211.75.9.37:20060/20067
中天新闻台,http://111.13.111.192/211.75.9.37:20010/20011
中天综合台,http://111.13.111.192/211.75.9.37:20000/20007
非凡新闻台,http://111.13.111.192/211.75.9.37:20020/20028
非凡新闻台,http://111.13.111.192/211.75.9.37:20060/20061
东森财经新闻台,http://111.13.111.192/211.75.9.37:20010/20017
东森财经新闻台,http://111.13.111.192/211.75.9.37:20050/20057
东森电影台,http://111.13.111.192/211.75.9.37:20050/20051
东森戏剧台,http://111.13.111.192/211.75.9.37:20010/20012
东森新闻台,http://111.13.111.192/211.75.9.37:20000/20005
东森综合台,http://111.13.111.192/211.75.9.37:20040/20045
东森洋片台,http://111.13.111.192/211.75.9.37:20060/20069
东森洋片台,http://111.13.111.192/211.75.9.37:20010/20018
纬来体育台,http://111.13.111.192/211.75.9.37:20020/20024
纬来体育台,http://111.13.111.192/211.75.9.37:20060/20064
纬来戏剧台,http://111.13.111.192/211.75.9.37:20040/20047
纬来育乐台,http://111.13.111.192/211.75.9.37:20000/20004
纬来综合台,http://111.13.111.192/211.75.9.37:20000/20003
纬来电影台,http://111.13.111.192/211.75.9.37:20020/20027
动物星球台,http://111.13.111.192/211.75.9.37:20000/20002
FOX 体育,http://111.13.111.192/211.75.9.37:20020/20025
FOX 体育,http://111.13.111.192/211.75.9.37:20060/20065
CINEMAX电影,http://111.13.111.192/211.75.9.37:20020/20023
CINEMAX电影,http://111.13.111.192/211.75.9.37:20060/20063
CN卡通,http://111.13.111.192/211.75.9.37:20040/20043
FOX电影,http://111.13.111.192/211.75.9.37:20040/20046
HBO family ,http://111.13.111.192/211.75.9.37:20030/20036
HBO family ,http://111.13.111.192/211.75.9.37:20030/20037
HBO HiTS ,http://111.13.111.192/211.75.9.37:20030/20032
HBO HiTS ,http://111.13.111.192/211.75.9.37:20030/20033
HBO signature ,http://111.13.111.192/211.75.9.37:20030/20035
HBO signature ,http://111.13.111.192/211.75.9.37:20030/20034
JET综合台,http://111.13.111.192/211.75.9.37:20030/20031
TLC台 ,http://111.13.111.192/211.75.9.37:20000/20001
迪斯尼频道台,http://111.13.111.192/211.75.9.37:20040/20044
AXN台,http://111.13.111.192/211.75.9.37:20020/20029
非凡商业台,http://111.13.111.192/211.75.9.37:20050/20052
好莱坞电影台,http://111.13.111.192/211.75.9.37:20020/20022
好莱坞电影台,http://111.13.111.192/211.75.9.37:20060/20062
卫视电影台,http://111.13.111.192/211.75.9.37:20020/20026
卫视中文台,http://111.13.111.192/211.75.9.37:20000/20006






